Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
15793567,The Book of My Lives,Aleksandar Hemon,"Hemon, Aleksandar",,"=""0374115737""","=""9780374115739""",0,4.09,"Farrar, Straus and Giroux",Hardcover,224,2013,2013,,2017/12/03,to-read,to-read (#475),to-read,,,,0,,,0,,,,,
15796700,Americanah,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""0307271080""","=""9780307271082""",0,4.27,Knopf,Hardcover,477,2013,2013,,2017/12/03,to-read,to-read (#474),to-read,,,,0,,,0,,,,,
33585392,"Dear Ijeawele, or a Feminist Manifesto in Fifteen Suggestions",Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""152473313X""","=""9781524733131""",0,4.56,Knopf Publishing Group,Hardcover,63,2017,2017,,2017/12/03,to-read,to-read (#473),to-read,,,,0,,,0,,,,,
11138,Mere Christianity,C.S. Lewis,"Lewis, C.S.",,"=""0684823780""","=""9780684823782""",3,4.31,Touchstone Books,Paperback,191,1996,1952,2017/11/26,2017/02/21,,,read,I disagree with the premise but appreciate the thoroughness of the explanation.,,,1,,,0,,,,,
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",2,3.97,Harper Perennial,Paperback,268,1998,1932,2017/12/01,2014/12/07,,,read,"Historical impact: 10<br/>My personal enjoyment reading it: 4<br/><br/>This is no fun at all, not even for literature value. I get that it served as a dystopian/utopian metaphorical warning for the horrors of life in a ""perfect"" society. I get that it is eighty years old and therefore I should temper my expectations for its diction. <br/><br/>That being said, Bernard Marx is a terrible main character who easily abandons his principles; Helmholtz Watson, supposed confidant and comrade to Marx, uselessly prattles about art, doesn't act like a real person, but suddenly joins the Savage in his ""heroic"" final action; John the Savage, a supposed foil for what modern civilization has become, isn't introduced until halfway through. The universal love interest adds nothing to the story. <br/><br/>I must add that my favorite character/the only character I like is Mustapha Mond, World Controller and, like Marx, hypocritical abandoner of principles who rules over a world he initially sought to transcend and which he had the opportunity to leave. I like him because his John Galt-esque speech was the only part of the story that actually contained any gripping story. I understood his character. His choices, which I detest, make sense in the context of his role in society. I hate him, but I appreciate his presence. Other than him, though, the characters and plot never approach the completeness of the themes they develop.<br/><br/>Maybe this is the point of the story: as the reader I SHOULD hate the characters. Maybe the half-formed heroes, the well-conditioned love interest, the painful social sensitivity, the success of the society's conditioning are deliberate casualties of the real message -- that fully embracing modern industrial production a la Henry Ford (excellent replacement of f*** with Ford) leads to false happiness, libertine sexual values, the destruction of the family, blatant social stratification by GMO human production and behavioural conditioning -- and thus maybe I should try harder to appreciate them. <br/><br/>In that frame, there exists irony in my hating the story -- the characters, plot, etc. -- strictly BECAUSE the underlying thesis is successful. <br/><br/>However, the frame through which I read any book requires those factors to be as well-formed as the themes. Therefore I disliked reading this partially-finished, seemingly unedited alarmist bile that lacked any sort of literary depth. <br/><br/>Sue me.",,,1,,,1,,,unspecified,,
18910972,Rig Ship for Ultra Quiet,Andrew Karam,"Karam, Andrew",Roger Thompson,"=""""","=""""",0,3.95,,Kindle Edition,313,2012,2002,,2017/12/01,to-read,to-read (#472),to-read,,,,0,,,0,,,,,
186190,"Forrest Gump (Forrest Gump, #1)",Winston Groom,"Groom, Winston",,"=""0743453255""","=""9780743453257""",0,4.06,Washington Square Press,Paperback,248,2002,1986,,2017/11/29,to-read,to-read (#471),to-read,,,,0,,,0,,,,,
10907,The Pursuit of Happyness,Chris Gardner,"Gardner, Chris",,"=""0060744871""","=""9780060744878""",0,4.18,Amistad,Paperback,320,2006,2006,,2017/11/29,to-read,to-read (#470),to-read,,,,0,,,0,,,,,
22836957,The Revenant,Michael Punke,"Punke, Michael",,"=""125006662X""","=""9781250066626""",4,3.92,Picador,Hardcover,272,2015,2002,2017/11/29,2017/11/26,,,read,,,,1,,,0,,,,,
546018,Roots: The Saga of an American Family,Alex Haley,"Haley, Alex",,"=""0440174643""","=""9780440174646""",0,4.42,Dell,Mass Market Paperback,729,1980,1976,,2017/11/28,to-read,to-read (#469),to-read,,,,0,,,0,,,,,
49750,An Abundance of Katherines,John Green,"Green, John",,"=""0525476881""","=""9780525476887""",3,3.62,Dutton Books,Hardcover,229,2006,2006,2017/11/28,2017/11/25,,,read,,,,1,,,0,,,,,
1319,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield,"Pressfield, Steven",Robert McKee,"=""0446691437""","=""9780446691437""",0,4.05,Warner Books,Paperback,168,2003,2002,,2017/03/29,currently-reading,currently-reading (#4),currently-reading,,,,1,,,0,,,,,
28881,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore,"Moore, Christopher",,"=""0380813815""","=""9780380813810""",5,4.26,William Morrow / HarperCollins / Harper Perennial,Paperback,444,2004,2002,2017/11/21,2015/05/23,,,read,"Sacrilege has never been so fun!<br/><br/>Jk but this book is a fun exploration of what Christianity was supposed to be about, as told by Jesus' sinner friend. It's fully in the vein of A Connecticut Yankee In King Arthur's Court or Max and Me and the Time Machine. <br/><br/>In terms of writing quality it's meh, but in terms of enjoyment experienced it is 10/10. The love story is nice and all, and though the character roles get repetitive and the story curve gets a little derivative at times, I enjoyed ""learning"" about the gaps in Jesus' story and Moore's use of Jesus' exploration of other religions to fill them.<br/><br/>Easy, fun read.",,,1,,,1,,,unspecified,,
25852784,Evicted: Poverty and Profit in the American City,Matthew Desmond,"Desmond, Matthew",,"=""0553447432""","=""9780553447439""",0,4.48,Crown,Hardcover,418,2016,2016,,2017/02/01,to-read,to-read (#468),to-read,,,,0,,,0,,,,,
17568801,Zealot: The Life and Times of Jesus of Nazareth,Reza Aslan,"Aslan, Reza",,"=""140006922X""","=""9781400069224""",0,3.83,Random House (NY),Hardcover,296,2013,2013,,2017/11/20,to-read,to-read (#467),to-read,,,,0,,,0,,,,,
33916545,Beyond Infinity: An Expedition to the Outer Limits of Mathematics,Eugenia Cheng,"Cheng, Eugenia",,"=""""","=""""",0,3.67,Basic Books,Kindle Edition,304,2017,2017,,2017/10/14,currently-reading,currently-reading (#3),currently-reading,,,,1,,,0,,,,,
27774366,"Viking Economics: How the Scandinavians Got It Right-and How We Can, Too",George Lakey,"Lakey, George",,"=""1612195377""","=""9781612195377""",0,3.94,Melville House,ebook,,2016,2016,,2017/11/20,to-read,to-read (#466),to-read,,,,0,,,0,,,,,
2319745,Slavery by Another Name: The Re-Enslavement of Black Americans from the Civil War to World War II,Douglas A. Blackmon,"Blackmon, Douglas A.",,"=""0385506252""","=""9780385506250""",3,4.29,Doubleday,Hardcover,480,2008,2008,2017/11/16,2017/11/17,,,read,"I really like that Blackmon chooses a narrow frame of analysis to explain what happened on a much wider range. His exploration of the Cottenham family's history and historical context is excellent and thorough, as is his description of the events of the time period. I wanted to learn about what happened to black Americans after emancipation, and this book paints a vivid picture of the stark realities of the time for that group. <br/><br/>However, I feel that the book was a bit repetitive in its descriptions of specific circumstances, and though I understand that the author did this in hopes of reinforcing his thesis, he often goes a little too far in that attempt. <br/><br/>Overall a good read but perhaps unnecessary if you can find a more concise description of the events and circumstances of the time period.<br/><br/>Note: I appreciate that Blackmon stays focused on description of the events and their coincident implications, rather than straying to speculate about those events' implications on the racial and class issues of the present. What he describes does have strong implications in the present, of course, but to make them a point of focus in the book would have been very distracting for the reader and would have muddled the book's thesis. ",,,1,,,0,,,,,
30145126,The Lost City of the Monkey God: A True Story,Douglas Preston,"Preston, Douglas",,"=""1455540005""","=""9781455540006""",5,3.91,Grand Central Publishing,Hardcover,328,2017,2017,2017/11/19,2017/02/15,,,read,"A gripping tale, well-told. <br/><br/>Preston skillfully integrates the legend of the lost city, the story of the long path to the expeditions, the personal and archaeological details of the trips, and the political and academic environment surrounding the expedition with the real overarching basis that 500 years ago enabled the whole venture: European diseases had a massively fatal effect on pre-Colombian South American civilizations. The rediscovered cities were abandoned after successive pandemics wiped out most of their populations, and the cities' serendipitous locations in impenetrable jungle preserved the sites. <br/><br/>Preston's description of his own harrowing experience with the leishmaniasis parasite is moving. I appreciate the admission of historical irony: old world explorers struck by new world diseases upon entering new world cities previously wiped out by old world diseases.<br/><br/>I couldn't put this book down when I started reading it. Highly recommend.",,,1,,,0,,,,,
178670,Inhuman Bondage: The Rise and Fall of Slavery in the New World,David Brion Davis,"Davis, David Brion",,"=""0195140737""","=""9780195140736""",4,4.16,"Oxford University Press, USA",Hardcover,440,2006,2006,2017/11/09,2017/10/23,,,read,"I wanted a book about the history of slavery that balanced depth of research with breadth of scope - not long and boring, but not a cursory overview. This book filled this requirement. Davis moves through the history of the institution of slavery without boring the reader. I am impressed and feel a bit more educated, and therefore am satisfied.<br/><br/>(Note: This is the second book I've read in an attempt to learn more about the history of race in the US. If you are reading this and want to recommend another, please recommend one. Thx!)",,,1,,,0,,,,,
103086,The Man Who Would Be King,Rudyard Kipling,"Kipling, Rudyard",,"=""0976140705""","=""9780976140702""",0,3.73,Melville House,Paperback,96,2005,1888,,2017/10/29,to-read,to-read (#465),to-read,,,,0,,,0,,,,,
1596698,"Capitalism, Democracy, and Ralph's Pretty Good Grocery",John E. Mueller,"Mueller, John E.",,"=""0691001146""","=""9780691001142""",0,3.60,Princeton University Press,Hardcover,,1999,1999,,2017/10/24,to-read,to-read (#464),to-read,,,,0,,,0,,,,,
522525,"Mistakes Were Made (But Not by Me): Why We Justify Foolish Beliefs, Bad Decisions, and Hurtful Acts",Carol Tavris,"Tavris, Carol",Elliot Aronson,"=""0151010986""","=""9780151010981""",4,4.00,Houghton Mifflin Harcourt,Hardcover,304,2007,2007,2017/10/19,2017/10/06,,,read,"I reread this for the third time as it's UI's common read this year. I had the pleasure of being on the book selection committee and somehow this book, my nomination, was selected. I'll have the privilege to introduce author Carol Tavris next week at the common read lecture. <br/>I first read this 2 years ago and it dramatically changed how I think about why I think what I think and why I do what I do. We all self-justify to avoid the painful dissonance we create; this helps us stay happy and content, but it also leads us to deceive ourselves and can have massive negative impacts on society. When we become more aware of how we handle dissonance and where that dissonance exists in our lives, it can be extremely uncomfortable - but it's so necessary to accept that dissonance, work through it, and move on.<br/>My main takeaway: we need to remain critically uncomfortable with ourselves in order to be up front with our flaws and mistakes. only then can we transcend them.",,,1,,,0,,,,,
92057,The Autobiography of Malcolm X,Malcolm X,"X, Malcolm",Alex Haley,"=""""","=""""",0,4.29,Ballantine Books,Paperback,466,,1965,,2017/10/17,to-read,to-read (#463),to-read,,,,0,,,0,,,,,
3869,A Brief History of Time,Stephen Hawking,"Hawking, Stephen","Cao Chi, Phạm Văn Thiều","=""0553380168""","=""9780553380163""",0,4.13,Bantam Books,Paperback,212,1998,1987,,2017/10/17,to-read,to-read (#462),to-read,,,,0,,,0,,,,,
43015,A Long Way Gone: Memoirs of a Boy Soldier,Ishmael Beah,"Beah, Ishmael",,"=""0374105235""","=""9780374105235""",0,4.14,Farrar Straus Giroux,Hardcover,229,2007,2007,,2017/10/17,to-read,to-read (#461),to-read,,,,0,,,0,,,,,
3109,The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,"Pollan, Michael",,"=""1594200823""","=""9781594200823""",0,4.17,The Penguin Press,Hardcover,451,2006,2006,,2017/10/17,to-read,to-read (#460),to-read,,,,0,,,0,,,,,
96123,All the President's Men,Carl Bernstein,"Bernstein, Carl",Bob Woodward,"=""1416522913""","=""9781416522911""",0,4.17,Pocket Books,Paperback,480,2005,1974,,2017/10/17,to-read,to-read (#459),to-read,,,,0,,,0,,,,,
4953,A Heartbreaking Work of Staggering Genius,Dave Eggers,"Eggers, Dave",,"=""0375725784""","=""9780375725784""",0,3.68,Vintage,Paperback,485,2001,2000,,2017/10/17,to-read,to-read (#458),to-read,,,,0,,,0,,,,,
22318578,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,"Kondō, Marie",Cathy Hirano,"=""1607747308""","=""9781607747307""",4,3.78,Ten Speed Press,Hardcover,224,2014,2011,2017/10/12,2017/01/29,,,read,"I feel that the life-changing part of the magic of tidying is being deliberate about what you own  and especially giving thanks not FOR the things you own but TO the things you own. This book is explicitly materialist in nature, but the idea giving thanks to things brings its focus into a higher realm of sorts. That said, I do not like how Marie beat her 100% success rate into the ground, as it seems unrealistic. Much of the rest of the content is specific in the vein of other self-help books that I have a hard time enjoying. Good overall for the good stuff; I'll try to ignore the rest.<br/>Thank you, book, for helping me get through a few dozen miles of running in cold weather.",,,1,,,1,,,unspecified,,
23168277,The Sympathizer,Viet Thanh Nguyen,"Nguyen, Viet Thanh",,"=""0802123457""","=""9780802123459""",0,4.00,Grove Press,Hardcover,371,2015,2015,,2017/10/09,to-read,to-read (#457),to-read,,,,0,,,0,,,,,
11583972,The Lifespan of a Fact,John D'Agata,"D'Agata, John",Jim Fingal,"=""0393340732""","=""9780393340730""",0,3.81,W. W. Norton  Company,Paperback,128,2012,2012,,2017/10/09,to-read,to-read (#456),to-read,,,,0,,,0,,,,,
34150849,Unbelievable: My Front-Row Seat to the Craziest Campaign in American History,Katy Tur,"Tur, Katy",,"=""0062694855""","=""9780062694850""",0,3.97,HarperAudio,Audio,,2017,2017,,2017/09/22,to-read,to-read (#455),to-read,,,,0,,,0,,,,,
2527900,"Nudge: Improving Decisions About Health, Wealth, and Happiness",Richard H. Thaler,"Thaler, Richard H.",Cass R. Sunstein,"=""0300122233""","=""9780300122237""",0,3.82,Yale University Press,Hardcover,304,2008,2008,,2016/09/22,currently-reading,currently-reading (#2),currently-reading,,,,1,,,1,,,unspecified,,
14743,The God Delusion,Richard Dawkins,"Dawkins, Richard",,"=""0618680004""","=""9780618680009""",3,3.90,Houghton Mifflin Co. (Boston/NY),Hardcover,374,2006,2006,2017/09/20,2017/08/15,,,read,,,,1,,,0,,,,,
9720,The Unbearable Lightness of Being,Milan Kundera,"Kundera, Milan",Michael Henry Heim,"=""0060932139""","=""9780060932138""",0,4.09,HarperPerennial Classics,Paperback,320,2005,1984,,2017/08/19,to-read,to-read (#454),to-read,,,,0,,,0,,,,,
28263492,The Book on Rental Property Investing: How to Create Wealth and Passive Income Through Intelligent Buy & Hold Real Estate Investing!,Brandon Turner,"Turner, Brandon",,"=""099071179X""","=""9780990711797""",4,4.46,"Biggerpockets Publishing, LLC",Paperback,398,2015,,2017/05/02,2017/05/01,,,read,,,,1,,,0,,,,,
32145,Stiff: The Curious Lives of Human Cadavers,Mary Roach,"Roach, Mary",,"=""0393324826""","=""9780393324822""",5,4.05,W. W. Norton  Company,Paperback,320,2004,2003,2017/08/05,2017/07/09,,,read,"Stunning in her effectiveness at inducing nausea, impressive in her commitment to research, touching in her occasional heartfelt descriptions of moral quandaries, and shockingly hilarious in her tongue-in-cheek treatment of dead people, Roach does an amazing job of describing the 'lives' of corpses. <br/>Four stars only because I had to keep shelving the book due to nausea.",,,1,,,0,,,,,
6922,The Fall of Advertising and the Rise of PR,Al Ries,"Ries, Al",Laura Ries,"=""0060081996""","=""9780060081997""",2,3.67,HarperBusiness,Paperback,320,2004,2002,2017/07/19,2017/07/13,,,read,"I ended up not really liking the book due to repetitiveness and obvious bias leading to baseless declarations of truth for the reader to processd. Ironic considering the book's thesis. <br/><br/>Also, the authors refer to the Segway launch as genius and say that, and I quote: ""We don't think that 3G phones are going to become a big business, but the psychological appeal of this third-generation concept is very powerful."" (as being better than 2G phones). So yeah, this is just an advertisement for PR using endless examples. Caveat: 2003.",,,1,,,0,,,,,
13513173,The Rent Is Too Damn High,Matthew Yglesias,"Yglesias, Matthew",,"=""1451663293""","=""9781451663297""",0,4.03,Simon & Schuster,ebook,80,2012,2012,,2017/07/18,to-read,to-read (#453),to-read,,,,0,,,0,,,,,
32475,"Dreaming in Code: Two Dozen Programmers, Three Years, 4,732 Bugs, and One Quest for Transcendent Software",Scott Rosenberg,"Rosenberg, Scott",,"=""1400082463""","=""9781400082469""",0,3.69,"Crown Publishing, NY",Hardcover,416,2007,2007,,2017/07/18,to-read,to-read (#452),to-read,,,,0,,,0,,,,,
5999777,Invisible Hook: The Hidden Economics of Pirates,Peter T. Leeson,"Leeson, Peter T.",,"=""0691137471""","=""9780691137476""",0,3.66,Princeton University Press,Hardcover,288,2009,2009,,2017/07/18,to-read,to-read (#451),to-read,,,,0,,,0,,,,,
86103,Achieving Our Country: Leftist Thought in Twentieth-Century America,Richard M. Rorty,"Rorty, Richard M.",,"=""0674003128""","=""9780674003125""",0,4.12,Harvard University Press,Paperback,159,1999,1998,,2017/07/14,to-read,to-read (#450),to-read,,,,0,,,0,,,,,
1842,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,"Diamond, Jared",,"=""0739467352""","=""9780739467350""",5,4.00,W.W. Norton & Company,Paperback,425,2005,1997,2017/07/10,2017/07/05,,,read,"Excellent: rigorous, introspective, concise.",,,1,,,0,,,,,
28695425,Strangers in Their Own Land: Anger and Mourning on the American Right,Arlie Russell Hochschild,"Hochschild, Arlie Russell",,"=""1620972255""","=""9781620972250""",0,4.13,New Press,Hardcover,261,2016,2016,,2017/07/10,to-read,to-read (#449),to-read,,,,0,,,0,,,,,
34113939,"Scale: The Universal Laws of Growth, Innovation, Sustainability, and the Pace of Lifein Organisms, Cities, Economies, and Companies",Geoffrey West,"West, Geoffrey",,"=""""","=""""",0,4.23,Penguin Press,Kindle Edition,490,2017,,,2017/07/10,to-read,to-read (#448),to-read,,,,0,,,0,,,,,
10245602,Poor Economics: A Radical Rethinking of the Way to Fight Global Poverty,Abhijit V. Banerjee,"Banerjee, Abhijit V.",Esther Duflo,"=""1586487981""","=""9781586487980""",0,4.22,PublicAffairs,Hardcover,320,2011,2011,,2017/07/10,to-read,to-read (#447),to-read,,,,0,,,0,,,,,
25862989,The One-in-a-Million Boy,Monica Wood,"Wood, Monica",,"=""1472228359""","=""9781472228352""",0,4.12,Headline Review,Hardcover,416,2016,2016,,2017/07/09,to-read,to-read (#446),to-read,,,,0,,,0,,,,,
18774964,A Man Called Ove,Fredrik Backman,"Backman, Fredrik",Henning Koch,"=""1476738017""","=""9781476738017""",0,4.35,Atria Books,Hardcover,337,2014,2012,,2017/07/09,to-read,to-read (#445),to-read,,,,0,,,0,,,,,
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",5,4.44,Harvill Secker,Paperback,443,2014,2011,2017/07/01,2016/06/07,favs-fam,favs-fam (#24),read,,,,1,,,1,,,unspecified,,
110759,A Rumor Of War,Philip Caputo,"Caputo, Philip",,"=""0712664459""","=""9780712664455""",0,4.13,Pimlico,Paperback,384,1999,1977,,2017/07/09,to-read,to-read (#444),to-read,,,,0,,,0,,,,,
29570801,Becoming a Barbarian,Jack Donovan,"Donovan, Jack",,"=""0985452358""","=""9780985452353""",0,3.89,Dissonant Hum,Paperback,164,2016,,,2017/07/09,to-read,to-read (#443),to-read,,,,0,,,0,,,,,
42435,In Harm's Way: The Sinking of the U.S.S. Indianapolis and the Extraordinary Story of Its Survivors,Doug Stanton,"Stanton, Doug",,"=""0805073663""","=""9780805073669""",0,4.26,Owl Books,Paperback,368,2003,2001,,2017/07/09,to-read,to-read (#442),to-read,,,,0,,,0,,,,,
